input brand,wakarunda brand,rank,OK
MACMILLAN,MACMILLAN,-,1
MACMILLAN,MACMILLAN,-,1
MACMILLAN,MACMILLAN,-,1
Bloomsbury Academic,Bloomsbury Academic,-,1
Bloomsbury Academic,Bloomsbury Academic,-,1
Bloomsbury Academic,Bloomsbury Academic,-,1
By,By,-,1
Bloomsbury Academic,Bloomsbury Academic,-,1
Zed Books,Zed Books,-,1
Bloomsbury Academic,Bloomsbury Academic,-,1
Bloomsbury Academic,Bloomsbury Academic,-,1
Arden Shakespeare,Arden Shakespeare,-,1
Bloomsbury Academic,Bloomsbury Academic,-,1
Hyperion Books for Children,Hyperion Books for Children,-,1
Disney Editions,Disney Editions,-,1
Wiley-Blackwell,Wiley-Blackwell,-,1
Wiley,Wiley,-,1
Wiley,Wiley,-,1
Wiley,Wiley,-,1
Wiley,Wiley,-,1
Wiley,Wiley,-,1
Jossey-Bass,Jossey-Bass,-,1
Sybex,Sybex,-,1
Wiley-Blackwell,Wiley-Blackwell,-,1
Wiley,Wiley,-,1
Wiley-Blackwell,Wiley-Blackwell,-,1
American Geophysical Union,American Geophysical Union,-,1
Wiley,Wiley,-,1
Wiley-Blackwell,Wiley-Blackwell,-,1
Sybex,Sybex,-,1
Wiley,Wiley,-,1
Wiley,Wiley,-,1
Wiley,Wiley,-,1
Wiley,Wiley,-,1
Sybex,Sybex,-,1
Sybex,Sybex,-,1
Wiley,Wiley,-,1
Wiley,Wiley,-,1
Wiley,Wiley,-,1
Wiley,Wiley,-,1
Wiley,Wiley,-,1
Wiley,Wiley,-,1
Wiley,Wiley,-,1
Wiley,Wiley,-,1
Sybex,Sybex,-,1
Wiley,Wiley,-,1
Wiley,Wiley,-,1
Wiley,Wiley,-,1
Wiley,Wiley,-,1
Wiley,Wiley,-,1
Wiley,Wiley,-,1
Wiley,Wiley,-,1
Kogan Page,Kogan Page,-,1
Kogan Page,Kogan Page,-,1
Arcturus Editions,Arcturus Editions,-,1
US Naval Institute Press,US Naval Institute Press,-,1
Wisden,Wisden,-,1
Bloomsbury Wildlife,Bloomsbury Wildlife,-,1
Edinburgh University Press,Edinburgh University Press,-,1
Edinburgh University Press,Edinburgh University Press,-,1
Edinburgh University Press,Edinburgh University Press,-,1
Edinburgh University Press,Edinburgh University Press,-,1
Gollancz,Gollancz,-,1
Baskerville,Baskerville,-,1
Thomas Nelson,Thomas Nelson,-,1
DC Comics,DC Comics,-,1
DC Comics,DC Comics,-,1
Hay House Inc.,Hay House Inc.,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Practising Law Institute,Practising Law Institute,-,1
Sterling Publishing,Sterling Publishing,-,1
MACMILLAN,MACMILLAN,-,1
MACMILLAN,MACMILLAN,-,1
MACMILLAN,MACMILLAN,-,1
MACMILLAN,MACMILLAN,-,1
Wiley-Blackwell,Wiley-Blackwell,-,1
Wiley-Blackwell,Wiley-Blackwell,-,1
Wiley,Wiley,-,1
Wiley-Blackwell,Wiley-Blackwell,-,1
Wiley-Blackwell,Wiley-Blackwell,-,1
Wiley,Wiley,-,1
Wiley-Blackwell,Wiley-Blackwell,-,1
Wiley,Wiley,-,1
Wiley-Blackwell,Wiley-Blackwell,-,1
Farshore,Farshore,-,1
Farshore,Farshore,-,1
DK,DK,-,1
LONGMAN,LONGMAN,-,1
LONGMAN,LONGMAN,-,1
WALKER BOOKS,WALKER BOOKS,-,1
WALKER BOOKS,WALKER BOOKS,-,1
WALKER BOOKS,WALKER BOOKS,-,1
Scholastic,Scholastic,-,1
Scholastic,Scholastic,-,1
Scholastic,Scholastic,-,1
British Archaeological Reports Oxford Ltd,British Archaeological Reports Oxford Ltd,-,1
British Archaeological Reports Oxford Ltd,British Archaeological Reports Oxford Ltd,-,1
Cengage,Cengage,-,1
Cengage,Cengage,-,1
A&C Black Visual Arts,A&C Black Visual Arts,-,1
Bloomsbury,Bloomsbury,-,1
Bloomsbury,Bloomsbury,-,1
Bloomsbury,Bloomsbury,-,1
Routledge,Routledge,-,1
Routledge,Routledge,-,1
Phoenix International Publications,Phoenix International Publications,-,1
SAGE Publications Ltd,SAGE Publications Ltd,-,1
SAGE Publications Ltd,SAGE Publications Ltd,-,1
SAGE Publications Ltd,SAGE Publications Ltd,-,1
SAGE Publications Ltd,SAGE Publications Ltd,-,1
SAGE Publications Ltd,SAGE Publications Ltd,-,1
SAGE Publications Ltd,SAGE Publications Ltd,-,1
SAGE Publications Ltd,SAGE Publications Ltd,-,1
SAGE Publications Ltd,SAGE Publications Ltd,-,1
SAGE Publications Ltd,SAGE Publications Ltd,-,1
Booksurge Publishing,Booksurge Publishing,-,1
Abrams Books,Abrams Books,-,1
Abrams Books,Abrams Books,-,1
Abrams Books,Abrams Books,-,1
Abrams Books,Abrams Books,-,1
Abrams Books,Abrams Books,-,1
Abrams Books,Abrams Books,-,1
Abrams Books,Abrams Books,-,1
Abrams Books,Abrams Books,-,1
Abrams ComicArts,Abrams ComicArts,-,1
Abrams Books,Abrams Books,-,1
CRC Press,CRC Press,-,1
CRC Press,CRC Press,-,1
Johns Hopkins University Press,Johns Hopkins University Press,-,1
Johns Hopkins University Press,Johns Hopkins University Press,-,1
Viz Media,Viz Media,-,1
Carolina Academic Press,Carolina Academic Press,-,1
Disney Editions,Disney Editions,-,1
Gibbs Smith,Gibbs Smith,-,1
Kessinger Publishing,Kessinger Publishing,-,1
"Peter Lang Gmbh, Internationaler Verlag Der Wissenschaften","Peter Lang Gmbh, Internationaler Verlag Der Wissenschaften",-,1
Crossway,Crossway,-,1
Crossway,Crossway,-,1
Crossway,Crossway,-,1
Crossway,Crossway,-,1
Crossway,Crossway,-,1
American Psychological Association (APA),American Psychological Association (APA),-,1
American Psychological Association (APA),American Psychological Association (APA),-,1
Gareth Stevens Publishing,Gareth Stevens Publishing,-,1
Saunders,Saunders,-,1
Saunders,Saunders,-,1
Barrons Educational Series,Barrons Educational Series,-,1
Barrons Educational Series,Barrons Educational Series,-,1
Barrons Educational Series,Barrons Educational Series,-,1
B.E.S.,B.E.S.,-,1
Barrons Educational Series,Barrons Educational Series,-,1
State University of New York Press,State University of New York Press,-,1
South Western Educational Publishing,South Western Educational Publishing,-,1
CRC Press,CRC Press,-,1
CRC Press,CRC Press,-,1
CRC Press,CRC Press,-,1
CRC Press,CRC Press,-,1
CRC Press,CRC Press,-,1
By,By,-,1
Bloomsbury,Bloomsbury,-,1
Bloomsbury,Bloomsbury,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Philip Allan,Philip Allan,-,1
Routledge,Routledge,-,1
Wiley,Wiley,-,1
Wiley-Blackwell,Wiley-Blackwell,-,1
SAGE Publications Ltd,SAGE Publications Ltd,-,1
SAGE Publications Ltd,SAGE Publications Ltd,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Policy Press,Policy Press,-,1
Lippincott Williams & Wilkins,Lippincott Williams & Wilkins,-,1
Lippincott Williams & Wilkins,Lippincott Williams & Wilkins,-,1
Touchstone,Touchstone,-,1
Chronicle Books,Chronicle Books,-,1
SAGE Publications Ltd,SAGE Publications Ltd,-,1
SAGE Publications Ltd,SAGE Publications Ltd,-,1
SAGE Publications Ltd,SAGE Publications Ltd,-,1
Union Square Kids,Union Square Kids,-,1
Saunders,Saunders,-,1
William Andrew,William Andrew,-,1
College Board,College Board,-,1
FriesenPress,FriesenPress,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Birkhauser,Birkhauser,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
The Guilford Press,The Guilford Press,-,1
The Guilford Press,The Guilford Press,-,1
The Guilford Press,The Guilford Press,-,1
The Guilford Press,The Guilford Press,-,1
The Guilford Press,The Guilford Press,-,1
Taylor & Francis,Taylor & Francis,-,1
The Guilford Press,The Guilford Press,-,1
The Guilford Press,The Guilford Press,-,1
The Guilford Press,The Guilford Press,-,1
The Guilford Press,The Guilford Press,-,1
The Guilford Press,The Guilford Press,-,1
W. H. Freeman,W. H. Freeman,-,1
World Bank Publications,World Bank Publications,-,1
DK,DK,-,1
DK,DK,-,1
DK,DK,-,1
Chapman and Hall/CRC,Chapman and Hall/CRC,-,1
Springer,Springer,-,1
Hodder Education,Hodder Education,-,1
Headline Book Publishing,Headline Book Publishing,-,1
Gollancz,Gollancz,-,1
Cengage,Cengage,-,1
Seaforth Publishing,Seaforth Publishing,-,1
SAGE Publications Ltd,SAGE Publications Ltd,-,1
Bloomsbury,Bloomsbury,-,1
Edinburgh University Press,Edinburgh University Press,-,1
Edinburgh University Press,Edinburgh University Press,-,1
McFarland,McFarland,-,1
Pocket,Pocket,-,1
Duke University Press,Duke University Press,-,1
Gallery / Saga Press,Gallery / Saga Press,-,1
CRC Press,CRC Press,-,1
CRC Press,CRC Press,-,1
CRC Press,CRC Press,-,1
Createspace Independent Publishing Platform,Createspace Independent Publishing Platform,-,1
SAGE Publications Ltd,SAGE Publications Ltd,-,1
SAGE Publications Ltd,SAGE Publications Ltd,-,1
University of Toronto Press,University of Toronto Press,-,1
Createspace Independent Publishing Platform,Createspace Independent Publishing Platform,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Springer,Springer,-,1
オライリージャパン,オライリージャパン,-,1
オライリージャパン,オライリージャパン,-,1
オライリージャパン,オライリージャパン,-,1
オライリージャパン,オライリージャパン,-,1
オライリージャパン,オライリージャパン,-,1
オライリージャパン,オライリージャパン,-,1
オライリージャパン,オライリージャパン,-,1
オライリージャパン,オライリージャパン,-,1
オライリージャパン,オライリージャパン,-,1
Human Kinetics Publishers,Human Kinetics Publishers,-,1
North Holland,North Holland,-,1
Springer,Springer,-,1
Springer,Springer,-,1
Birkhauser,Birkhauser,-,1
Birkhauser,Birkhauser,-,1
Springer,Springer,-,1
Humana,Humana,-,1
Humana,Humana,-,1
Humana,Humana,-,1
Lippincott Williams & Wilkins,Lippincott Williams & Wilkins,-,1
Lippincott Williams & Wilkins,Lippincott Williams & Wilkins,-,1
Lippincott Williams & Wilkins,Lippincott Williams & Wilkins,-,1
Lippincott Williams & Wilkins,Lippincott Williams & Wilkins,-,1
"Tyndale House Publishers, Inc.","Tyndale House Publishers, Inc.",-,1
Tyndale,Tyndale,-,1
Tyndale,Tyndale,-,1
Lexington Books,Lexington Books,-,1
Lexington Books,Lexington Books,-,1
Lexington Books,Lexington Books,-,1
Lexington Books,Lexington Books,-,1
CRC Press,CRC Press,-,1
CRC Press,CRC Press,-,1
CRC Press,CRC Press,-,1
CRC Press,CRC Press,-,1
Taylor & Francis,Taylor & Francis,-,1
Routledge,Routledge,-,1
CRC Press,CRC Press,-,1
Bloomsbury,Bloomsbury,-,1
Walter de Gruyter,Walter de Gruyter,-,1
Walter de Gruyter,Walter de Gruyter,-,1
Walter de Gruyter,Walter de Gruyter,-,1
Stanford University Press,Stanford University Press,-,1
Stanford University Press,Stanford University Press,-,1
Stanford University Press,Stanford University Press,-,1
Stanford University Press,Stanford University Press,-,1
Kaplan,Kaplan,-,1
SAGE Publications Ltd,SAGE Publications Ltd,-,1
Dark Horse Comics,Dark Horse Comics,-,1
Dark Horse Comics,Dark Horse Comics,-,1
Dark Horse Comics,Dark Horse Comics,-,1
Dark Horse Comics,Dark Horse Comics,-,1
Dark Horse Comics,Dark Horse Comics,-,1
Polity,Polity,-,1
Polity,Polity,-,1
Polity,Polity,-,1
MACMILLAN,MACMILLAN,-,1
Bloomsbury,Bloomsbury,-,1
Hart Publishing,Hart Publishing,-,1
Hart Publishing,Hart Publishing,-,1
Hart Publishing,Hart Publishing,-,1
Hodder Education,Hodder Education,-,1
Hodder Education,Hodder Education,-,1
IVP Academic,IVP Academic,-,1
Createspace Independent Publishing Platform,Createspace Independent Publishing Platform,-,1
University of Minnesota Press,University of Minnesota Press,-,1
Information Science Reference,Information Science Reference,-,1
Manchester University Press,Manchester University Press,-,1
Manchester University Press,Manchester University Press,-,1
Manchester University Press,Manchester University Press,-,1
SAGE Publications Ltd,SAGE Publications Ltd,-,1
Bloomsbury Professional,Bloomsbury Professional,-,1
Bloomsbury,Bloomsbury,-,1
Bloomsbury,Bloomsbury,-,1
Bloomsbury,Bloomsbury,-,1
Bloomsbury,Bloomsbury,-,1
Bloomsbury,Bloomsbury,-,1
Cambridge Scholars Publishing,Cambridge Scholars Publishing,-,1
Cambridge Scholars Publishing,Cambridge Scholars Publishing,-,1
Forgotten Books,Forgotten Books,-,1
Hodder,Hodder,-,1
WALKER BOOKS,WALKER BOOKS,-,1
SAGE Publications Ltd,SAGE Publications Ltd,-,1
SAGE Publications Ltd,SAGE Publications Ltd,-,1
SAGE Publications Ltd,SAGE Publications Ltd,-,1
SAGE Publications Ltd,SAGE Publications Ltd,-,1
Ebury Press,Ebury Press,-,1
Carolina Academic Press,Carolina Academic Press,-,1
Createspace Independent Publishing Platform,Createspace Independent Publishing Platform,-,1
Image Comics,Image Comics,-,1
Image Comics,Image Comics,-,1
Candlewick,Candlewick,-,1
Createspace Independent Publishing Platform,Createspace Independent Publishing Platform,-,1
Rowman & Littlefield Publishers,Rowman & Littlefield Publishers,-,1
Rowman & Littlefield Publishers,Rowman & Littlefield Publishers,-,1
Rowman & Littlefield Publishers,Rowman & Littlefield Publishers,-,1
Rowman & Littlefield Publishers,Rowman & Littlefield Publishers,-,1
Rowman & Littlefield Publishers,Rowman & Littlefield Publishers,-,1
PublicAffairs,PublicAffairs,-,1
Aspen Publishing,Aspen Publishing,-,1
Aspen Publishing,Aspen Publishing,-,1
Aspen Publishing,Aspen Publishing,-,1
Aspen Publishing,Aspen Publishing,-,1
SAGE Publications Ltd,SAGE Publications Ltd,-,1
SAGE Publications Ltd,SAGE Publications Ltd,-,1
SAGE Publications Ltd,SAGE Publications Ltd,-,1
SAGE Publications Ltd,SAGE Publications Ltd,-,1
SAGE Publications Ltd,SAGE Publications Ltd,-,1
CQ Press,CQ Press,-,1
SAGE Publications Ltd,SAGE Publications Ltd,-,1
Scholastic,Scholastic,-,1
Heywood,Heywood,-,1
Kids Can Press,Kids Can Press,-,1
University of Toronto Press,University of Toronto Press,-,1
Merrithew,Merrithew,-,1
Jossey-Bass,Jossey-Bass,-,1
Routledge,Routledge,-,1
"Stewart, Tabori & Chang","Stewart, Tabori & Chang",-,1
"Stewart, Tabori & Chang","Stewart, Tabori & Chang",-,1
Brookes Publishing Company,Brookes Publishing Company,-,1
Brookes Publishing Company,Brookes Publishing Company,-,1
Applause Theatre & Cinema Books,Applause Theatre & Cinema Books,-,1
Wiley-Blackwell,Wiley-Blackwell,-,1
adamsmedia,adamsmedia,-,1
Health Communications Inc,Health Communications Inc,-,1
Da Capo Press,Da Capo Press,-,1
SAE International,SAE International,-,1
Holiday House,Holiday House,-,1
MACMILLAN,MACMILLAN,-,1
Zondervan,Zondervan,-,1
AIAA (American Institute of Aeronautics & Astronautics),AIAA (American Institute of Aeronautics & Astronautics),-,1
American Institute of Physics,American Institute of Physics,-,1
Hendrickson,Hendrickson,-,1
Taylor Trade Publishing,Taylor Trade Publishing,-,1
Interlink Books,Interlink Books,-,1
CQ Press,CQ Press,-,1
Running Press,Running Press,-,1
Routledge,Routledge,-,1
CRC Press,CRC Press,-,1
CRC Press,CRC Press,-,1
Princeton Architectural Press,Princeton Architectural Press,-,1
Princeton Architectural Press,Princeton Architectural Press,-,1
Da Capo Press,Da Capo Press,-,1
Viz Media,Viz Media,-,1
Digital Manga Publishing,Digital Manga Publishing,-,1
Orbis.,Orbis.,-,1
Delphi Glass,Delphi Glass,-,1
Brill,Brill,-,1
Camden House (NY),Camden House (NY),-,1
The Guilford Press,The Guilford Press,-,1
Winstar,Winstar,-,1
Nadd,Nadd,-,1
Centerstream Publications,Centerstream Publications,-,1
Centerstream Publications,Centerstream Publications,-,1
University of North Texas Press,University of North Texas Press,-,1
University of Nebraska Press,University of Nebraska Press,-,1
Eisenbrauns,Eisenbrauns,-,1
Eisenbrauns,Eisenbrauns,-,1
University of Chicago Press,University of Chicago Press,-,1
ABC-CLIO,ABC-CLIO,-,1
powerHouse Books,powerHouse Books,-,1
powerHouse Books,powerHouse Books,-,1
Wolfram Media,Wolfram Media,-,1
University of Rochester Press,University of Rochester Press,-,1
Artech House,Artech House,-,1
Artech House,Artech House,-,1
The Monacelli Press,The Monacelli Press,-,1
The Monacelli Press,The Monacelli Press,-,1
The Monacelli Press,The Monacelli Press,-,1
Bloomsbury,Bloomsbury,-,1
Image Comics,Image Comics,-,1
Creative Education,Creative Education,-,1
Brandeis University Press,Brandeis University Press,-,1
Chapman and Hall/CRC,Chapman and Hall/CRC,-,1
WordUnited,WordUnited,-,1
American Psychiatric Association Publishing,American Psychiatric Association Publishing,-,1
American Psychiatric Association Publishing,American Psychiatric Association Publishing,-,1
Gibbs Smith,Gibbs Smith,-,1
Smithsonian Books,Smithsonian Books,-,1
Metropolitan Museum of Art New York,Metropolitan Museum of Art New York,-,1
Metropolitan Museum of Art New York,Metropolitan Museum of Art New York,-,1
Metropolitan Museum of Art New York,Metropolitan Museum of Art New York,-,1
Metropolitan Museum of Art New York,Metropolitan Museum of Art New York,-,1
Metropolitan Museum of Art New York,Metropolitan Museum of Art New York,-,1
Metropolitan Museum of Art New York,Metropolitan Museum of Art New York,-,1
Metropolitan Museum of Art New York,Metropolitan Museum of Art New York,-,1
Tiger Tales,Tiger Tales,-,1
Esri Press,Esri Press,-,1
Kaplan,Kaplan,-,1
Kaplan,Kaplan,-,1
Kaplan,Kaplan,-,1
TokyoPop,TokyoPop,-,1
Portfolio,Portfolio,-,1
Dark Horse Comics,Dark Horse Comics,-,1
No Starch Press,No Starch Press,-,1
The Guilford Press,The Guilford Press,-,1
Dark Horse Comics,Dark Horse Comics,-,1
Dark Horse Comics,Dark Horse Comics,-,1
Aperture,Aperture,-,1
Aperture,Aperture,-,1
Aperture,Aperture,-,1
Aperture,Aperture,-,1
Aperture,Aperture,-,1
Aperture,Aperture,-,1
Aperture,Aperture,-,1
Aperture,Aperture,-,1
Taylor & Francis,Taylor & Francis,-,1
Taylor & Francis,Taylor & Francis,-,1
Stata Press,Stata Press,-,1
Stata Press,Stata Press,-,1
Library of America,Library of America,-,1
Library of America,Library of America,-,1
Library of America,Library of America,-,1
Library of America,Library of America,-,1
Hendrickson,Hendrickson,-,1
Brookes Publishing Company,Brookes Publishing Company,-,1
Brookes Publishing Company,Brookes Publishing Company,-,1
Brookes Publishing Company,Brookes Publishing Company,-,1
Maurice Bassett,Maurice Bassett,-,1
Paizo,Paizo,-,1
Baylor University Press,Baylor University Press,-,1
Sports Illustrated,Sports Illustrated,-,1
CHELSEA GREEN PUBLISHING,CHELSEA GREEN PUBLISHING,-,1
Thieme,Thieme,-,1
Timber Press (OR),Timber Press (OR),-,1
Lippincott Williams & Wilkins,Lippincott Williams & Wilkins,-,1
Lippincott Williams & Wilkins,Lippincott Williams & Wilkins,-,1
Information Science Reference,Information Science Reference,-,1
Getty Publications,Getty Publications,-,1
J. Paul Getty Museum,J. Paul Getty Museum,-,1
Taylor & Francis,Taylor & Francis,-,1
Image Comics,Image Comics,-,1
Image Comics,Image Comics,-,1
University Press of Colorado,University Press of Colorado,-,1
snowballpublishing,snowballpublishing,-,1
Artech House,Artech House,-,1
Artech House,Artech House,-,1
New Harbinger Publications,New Harbinger Publications,-,1
Taylor & Francis,Taylor & Francis,-,1
American Academy of Pediatrics,American Academy of Pediatrics,-,1
American Academy of Pediatrics,American Academy of Pediatrics,-,1
By,By,-,1
Wipf & Stock Publishers,Wipf & Stock Publishers,-,1
Brandeis University Press,Brandeis University Press,-,1
Stone Bridge Press,Stone Bridge Press,-,1
Society for Industrial and Applied Mathematics (SIAM),Society for Industrial and Applied Mathematics (SIAM),-,1
Society for Industrial and Applied Mathematics (SIAM),Society for Industrial and Applied Mathematics (SIAM),-,1
Walter de Gruyter,Walter de Gruyter,-,1
Walter de Gruyter,Walter de Gruyter,-,1
Walter de Gruyter,Walter de Gruyter,-,1
Walter de Gruyter,Walter de Gruyter,-,1
Walter de Gruyter,Walter de Gruyter,-,1
Information Science Reference,Information Science Reference,-,1
American Psychiatric Association Publishing,American Psychiatric Association Publishing,-,1
Routledge,Routledge,-,1
Manning Publications,Manning Publications,-,1
Manning Publications,Manning Publications,-,1
Humana,Humana,-,1
Academic Studies Press,Academic Studies Press,-,1
Information Age Publishing,Information Age Publishing,-,1
ARRL Inc.,ARRL Inc.,-,1
Georgetown University Press,Georgetown University Press,-,1
Thieme,Thieme,-,1
Thieme,Thieme,-,1
"Echo Point Books & Media, LLC","Echo Point Books & Media, LLC",-,1
Foundation Press,Foundation Press,-,1
Project Management Institute,Project Management Institute,-,1
Project Management Institute,Project Management Institute,-,1
Victory Belt Publishing,Victory Belt Publishing,-,1
Victory Belt Publishing,Victory Belt Publishing,-,1
Victory Belt Publishing,Victory Belt Publishing,-,1
CRC Press,CRC Press,-,1
SDC Publications,SDC Publications,-,1
Routledge,Routledge,-,1
Routledge,Routledge,-,1
Goodheart-Wilcox Publisher,Goodheart-Wilcox Publisher,-,1
IDW Publishing,IDW Publishing,-,1
Manning,Manning,-,1
Manning,Manning,-,1
Manning,Manning,-,1
Manning,Manning,-,1
MoMA,MoMA,-,1
MoMA,MoMA,-,1
MoMA,MoMA,-,1
MoMA,MoMA,-,1
MoMA,MoMA,-,1
Plural Publishing,Plural Publishing,-,1
Bloomsbury,Bloomsbury,-,1
Diversion Books,Diversion Books,-,1
Storey Publishing,Storey Publishing,-,1
"Peter Lang Gmbh, Internationaler Verlag Der Wissenschaften","Peter Lang Gmbh, Internationaler Verlag Der Wissenschaften",-,1
Bernan Press,Bernan Press,-,1
Bernan Press,Bernan Press,-,1
Bernan Press,Bernan Press,-,1
GARDNERS,GARDNERS,-,1
Lulu.com,Lulu.com,-,1
Oasis Audio,Oasis Audio,-,1
Callisto Reference,Callisto Reference,-,1
Encounter Books,Encounter Books,-,1
Encounter Books,Encounter Books,-,1
David Zwirner Books,David Zwirner Books,-,1
David Zwirner Books,David Zwirner Books,-,1
Aviation Supplies & Academics,Aviation Supplies & Academics,-,1
Academic Studies Press,Academic Studies Press,-,1
Shambhala Publications,Shambhala Publications,-,1
West Academic Publishing,West Academic Publishing,-,1
Insight Editions,Insight Editions,-,1
Callisto,Callisto,-,1
HACKETT PUB CO INC,HACKETT PUB CO INC,-,1
ARTISAN,ARTISAN,-,1
Aladdin,Aladdin,B,1
Lexington Books,Lexington Books,-,1
Lexington Books,Lexington Books,-,1
Lexington Books,Lexington Books,-,1
Bloomsbury Academic,Bloomsbury Academic,-,1
Lexington Books,Lexington Books,-,1
Bloomsbury Academic,Bloomsbury Academic,-,1
Atria/Emily Bestler Books,Atria/Emily Bestler Books,-,1
Brookes Publishing Company,Brookes Publishing Company,-,1
Brookes Publishing Company,Brookes Publishing Company,-,1
Weldon Owen,Weldon Owen,-,1
US Naval Institute Press,US Naval Institute Press,-,1
Willford Press,Willford Press,-,1
Willford Press,Willford Press,-,1
Master Books,Master Books,-,1
Lexham Press,Lexham Press,-,1
Lexham Press,Lexham Press,-,1
ASM Press,ASM Press,-,1
Insight Editions,Insight Editions,-,1
IDW Publishing,IDW Publishing,-,1
IDW Publishing,IDW Publishing,-,1
Thieme,Thieme,-,1
Thieme,Thieme,-,1
Foundation Press,Foundation Press,-,1
Seven Seas,Seven Seas,-,1
Hal Leonard,Hal Leonard,-,1
Human Kinetics Publishers,Human Kinetics Publishers,-,1
Human Kinetics Publishers,Human Kinetics Publishers,-,1
No Starch Press,No Starch Press,-,1
No Starch Press,No Starch Press,-,1
No Starch Press,No Starch Press,-,1
No Starch Press,No Starch Press,-,1
Createspace Independent Publishing Platform,Createspace Independent Publishing Platform,-,1
Cambridge University Press,Cambridge University Press,-,1
CAMBRIDGE,CAMBRIDGE,-,1
A24,A24,-,1
"Edwin & Associates, LLC","Edwin & Associates, LLC",-,1
A24,A24,-,1
Bitmap Books,Bitmap Books,-,1
Lonely Planet,Lonely Planet,-,1
Hardie Grant Books (UK),Hardie Grant Books (UK),-,1
Lonely Planet,Lonely Planet,-,1
Thames & Hudson,Thames & Hudson,-,1
Hardie Grant Books,Hardie Grant Books,-,1
Murdoch Books,Murdoch Books,-,1
Firefly Books Ltd,Firefly Books Ltd,-,1
Firefly Books,Firefly Books,-,1
Udon Entertainment,Udon Entertainment,-,1
Udon Entertainment,Udon Entertainment,-,1
Canadian Scholars' Press,Canadian Scholars' Press,-,1
DC Comics,DC Comics,-,1
DC Comics,DC Comics,-,1
DC Comics,DC Comics,-,1
Southwater,Southwater,-,1
Reaktion Books,Reaktion Books,-,1
Reaktion Books,Reaktion Books,-,1
Reaktion Books,Reaktion Books,-,1
Bloomsbury,Bloomsbury,-,1
Bloomsbury,Bloomsbury,-,1
White Lion Publishing,White Lion Publishing,-,1
Search Press,Search Press,-,1
Royal Society of Chemistry,Royal Society of Chemistry,-,1
Royal Society of Chemistry,Royal Society of Chemistry,-,1
Coordination Group Publications Ltd (CGP),Coordination Group Publications Ltd (CGP),-,1
Boydell Press,Boydell Press,-,1
Boydell Press,Boydell Press,-,1
Boydell Press,Boydell Press,-,1
Titan Books,Titan Books,-,1
Titan Books,Titan Books,-,1
Edward Elgar Publishing,Edward Elgar Publishing,-,1
Edward Elgar Publishing,Edward Elgar Publishing,-,1
Zed Books,Zed Books,-,1
Edward Elgar Publishing,Edward Elgar Publishing,-,1
Mitchell Beazley,Mitchell Beazley,-,1
Edward Elgar Publishing,Edward Elgar Publishing,-,1
Institution of Engineering & Technology,Institution of Engineering & Technology,-,1
Titan Books,Titan Books,-,1
Oxbow Books,Oxbow Books,-,1
John Blake,John Blake,-,1
Laurence King Publishing,Laurence King Publishing,-,1
Cabi,Cabi,-,1
Edward Elgar Publishing,Edward Elgar Publishing,-,1
Edward Elgar Publishing,Edward Elgar Publishing,-,1
Edward Elgar Publishing,Edward Elgar Publishing,-,1
Quercus,Quercus,-,1
Lonely Planet,Lonely Planet,-,1
Burleigh Dodds Science Publishing Ltd,Burleigh Dodds Science Publishing Ltd,-,1
University of Wales Press,University of Wales Press,-,1
Packt Publishing,Packt Publishing,-,1
Singing Dragon,Singing Dragon,-,1
Itgp,Itgp,-,1
Royal Society of Chemistry,Royal Society of Chemistry,-,1
Edward Elgar Publishing,Edward Elgar Publishing,-,1
Edward Elgar Publishing,Edward Elgar Publishing,-,1
Edward Elgar Publishing,Edward Elgar Publishing,-,1
Bloomsbury,Bloomsbury,-,1
Packt Publishing,Packt Publishing,-,1
David Fickling Books,David Fickling Books,-,1
Acc Art Books,Acc Art Books,-,1
Acc Art Books,Acc Art Books,-,1
Acc Art Books,Acc Art Books,-,1
